SL. No.,Class,Age,time,adv_bookdays,weekday,month,monthday,demand,from_ind,to_ind,Fare
1468,1,22,43,25,1,4,23,1,7,1,9788.77
1469,0,30,36,4,3,7,3,1,2,1,5981.11
1472,0,39,36,63,5,4,27,1,7,1,6914.56
1473,0,57,34,8,0,7,7,1,2,1,7909.08
1474,0,70,41,33,3,6,6,1,7,1,4052.59
1475,0,62,39,12,5,2,25,1,6,1,7683.46
1476,0,80,38,37,3,4,18,2,5,1,3554.34
1478,1,35,46,44,2,1,9,1,4,1,9699.29
1479,1,61,34,20,3,8,7,1,6,1,17129.94
1480,0,63,42,14,3,9,5,2,3,1,6232.96
1481,0,60,32,43,1,1,8,2,4,1,5011.67
1482,0,80,43,18,4,8,22,2,3,1,6121.9
1483,1,53,33,56,4,3,28,1,5,1,7533.91
1484,1,56,37,4,3,1,24,2,2,1,22409.08
1488,0,32,42,13,2,2,22,1,4,1,4225.81
1489,0,80,29,23,6,4,21,2,6,1,10069.62
1491,1,69,41,8,1,0,11,1,4,1,17881.68
1492,1,54,36,47,6,1,13,1,2,1,13719.38
1493,0,38,31,18,4,2,10,2,5,1,3522.93
1494,0,14,46,1,5,8,23,1,7,1,6981.85
1495,0,53,32,40,1,2,14,1,3,1,3929.57
1496,0,57,40,17,1,3,11,1,2,1,3767.28
1497,0,46,37,23,0,4,22,1,2,1,9528.85
1498,0,58,42,5,5,1,26,1,6,1,6573.91
1501,1,83,41,25,1,9,17,3,5,1,9916.77
1502,0,65,42,44,4,1,11,2,3,1,2960.35
1503,0,16,26,42,3,7,24,2,6,1,4467.69
1504,0,64,30,2,1,4,2,1,6,1,7707.49
1506,0,78,40,0,3,1,10,3,4,1,6356
1507,0,51,40,78,5,1,12,1,3,1,3826.4
1508,0,36,42,33,1,3,11,2,3,1,3548.94
1509,0,16,31,11,0,4,29,1,3,1,6340.96
1510,0,49,40,12,4,6,7,1,3,1,7258.77
1511,0,37,34,22,5,1,26,1,3,1,6734.45
1513,0,14,32,1,3,8,7,2,2,1,6836.95
1514,0,64,29,15,1,6,11,2,7,1,4279.45
1515,0,41,41,49,5,9,7,1,4,1,6335.34
1516,0,53,41,51,1,10,7,1,5,1,3895.82
1517,0,39,30,12,5,6,8,1,2,1,7525.76
1520,0,52,43,7,5,4,20,1,3,1,5609.97
1521,0,68,25,54,3,6,6,1,7,1,3996.91
1522,0,68,44,63,4,5,16,1,7,1,4078.35
1523,0,67,44,24,3,6,20,1,2,1,3838.99
1524,1,72,47,45,1,2,21,1,2,1,12874.83
1525,0,16,31,5,5,4,6,1,4,1,5601.91
1526,0,75,40,29,0,3,10,3,3,1,8038.74
1527,1,66,25,48,6,8,24,1,5,1,9451.63
1528,0,26,38,32,5,0,15,1,7,1,3735.47
1529,0,60,32,25,6,7,27,1,3,1,5068.98
1530,1,19,41,34,6,0,2,1,6,1,15785.07
1531,0,36,39,42,0,5,12,1,5,1,6623.9
1532,0,14,46,24,1,1,29,3,5,1,2880.49
1533,0,15,34,11,2,1,16,4,2,1,4709.08
1534,0,77,32,40,0,4,1,2,5,1,6179.72
1535,1,60,38,30,3,6,27,1,2,1,13514.4
1537,0,46,40,22,2,1,9,2,2,1,4025.48
1538,0,63,42,27,1,0,11,1,2,1,3534.83
1539,1,77,41,14,5,2,25,2,2,1,9765.11
1540,0,40,39,17,2,9,11,1,4,1,7092.15
1541,0,32,26,40,0,6,17,1,4,1,5782.37
1542,1,20,43,13,4,2,24,1,3,1,10777.28
1543,0,25,26,33,6,6,30,1,4,1,5461.75
1544,0,66,37,38,0,6,3,2,2,1,7956.1
1547,0,63,42,27,4,4,12,2,5,1,3944.27
1548,1,23,42,14,1,6,11,1,3,1,9796.81
1549,0,49,38,42,2,5,14,2,5,1,4723.5
1550,0,33,41,13,1,2,7,1,7,1,5159.58
1551,0,23,27,45,1,3,25,1,5,1,3138.59
1554,0,79,46,16,6,0,16,1,7,1,9810.23
1556,0,39,44,37,6,1,13,2,2,1,7400.13
1558,1,63,38,9,3,7,31,2,5,1,12566.68
1559,0,30,41,10,1,8,19,1,4,1,4659.94
1560,1,69,45,4,2,3,19,1,5,1,19206.63
1561,1,25,30,6,4,4,26,1,3,1,13204.15
1562,0,38,39,14,4,5,23,1,5,1,5740.02
1563,0,57,25,15,3,1,3,1,6,1,4943.82
1564,1,76,47,41,5,3,22,1,3,1,12971.27
1565,0,42,35,14,1,8,5,1,7,1,5729.68
1566,1,53,24,33,3,7,3,1,6,1,11834.26
1567,1,41,32,33,2,8,6,1,2,1,10831.29
1568,0,24,40,0,6,3,16,1,4,1,10138.03
1569,0,43,41,7,1,7,29,1,6,1,11947.41
1570,0,58,43,17,3,9,12,1,3,1,6147.05
1571,0,24,45,50,0,2,27,1,2,1,6064.24
1572,0,16,41,5,1,4,9,1,3,1,5540.66
1573,0,57,38,54,3,1,24,1,6,1,6494.39
1575,0,84,39,13,3,2,9,1,3,1,6117.88
1576,0,64,42,47,2,8,27,2,2,1,5103.35
1577,0,64,42,4,4,1,11,1,4,1,8723.8
1578,0,38,36,21,3,1,10,1,6,1,7834.22
1579,0,38,43,36,2,10,1,2,4,1,4408.79
1580,0,57,36,54,3,7,3,1,6,1,6352.57
1581,0,53,26,10,2,3,26,1,5,1,3735.48
1582,0,31,39,46,3,6,6,1,7,1,4042.58
1584,0,79,45,9,5,6,8,1,5,1,6150.87
1585,0,14,39,8,0,3,24,1,7,1,7942.67
1586,0,21,44,28,3,5,1,1,3,1,3582.27
1587,0,77,39,34,0,9,30,3,4,1,5069.64
1588,0,53,44,42,6,4,28,2,5,1,4337.83
1589,0,35,30,0,6,4,21,1,7,1,19936.26
1590,1,30,34,9,6,6,9,2,7,1,20756.97
1591,1,78,44,33,6,9,1,1,5,1,10253.24
1592,0,55,41,56,0,2,6,1,4,1,8619.21
1593,0,79,30,43,3,2,9,2,2,1,5192.32
1596,0,48,41,35,4,6,21,2,5,1,3016.5
1597,0,60,45,45,6,4,14,1,2,1,9307.12
1599,0,77,30,40,4,1,11,1,6,1,4326.59
1601,0,63,36,27,0,7,14,1,2,1,7901.31
1602,0,67,47,11,4,2,24,2,3,1,4188.65
1603,0,38,30,15,5,2,18,1,6,1,5517
1604,0,33,36,23,4,5,9,1,6,1,4544.44
1605,1,64,41,15,1,5,6,2,5,1,10850.99
1607,1,31,32,13,0,5,26,1,7,1,18241.32
1609,1,76,40,33,5,1,5,1,3,1,8547.59
1610,1,55,27,16,2,0,19,1,4,1,9982.28
1611,0,58,31,15,4,8,8,1,5,1,4697.29
1612,1,41,47,7,0,8,18,1,6,1,43767.08
1613,1,47,44,3,1,4,9,2,5,1,24552.38
1615,1,55,28,48,1,2,28,1,5,1,10339.63
1616,0,57,40,11,6,6,30,1,5,1,7535.06
1617,1,51,39,23,1,0,4,1,5,1,11464.18
1618,0,64,28,0,1,2,14,1,3,1,10511.35
1619,0,73,46,14,6,5,25,1,4,1,6128.68
1620,1,31,38,31,4,3,14,2,5,1,6502.49
1621,0,49,39,32,6,9,29,2,3,1,5780.04
1622,0,49,40,10,0,3,10,1,5,1,5650.26
1624,0,14,38,23,6,8,17,1,5,1,3473.07
1625,0,65,42,20,1,5,13,2,5,1,3977.26
1627,0,57,35,32,1,5,13,1,2,1,5249.74
1628,1,46,31,39,4,8,15,1,2,1,16075.92
1629,1,56,43,7,6,0,30,1,2,1,20250.66
1630,0,64,28,11,4,7,18,1,2,1,4548.22
1631,1,29,41,21,4,8,15,1,3,1,9458.31
1632,0,73,43,5,5,7,12,1,3,1,5619.24
1633,0,41,41,8,2,0,12,1,3,1,8554.92
1634,1,34,42,36,4,7,25,1,2,1,9187.6
1638,0,57,34,9,2,7,16,2,4,1,7560.19
1639,1,42,38,16,5,7,5,2,2,1,11615.67
1640,0,54,38,47,0,1,21,1,3,1,8205.84
1641,0,82,25,37,1,8,26,1,2,1,5252.6
1642,0,35,31,1,5,1,5,3,3,1,7360.99
1643,0,38,42,43,6,4,21,1,5,1,4834.16
1644,0,19,32,19,6,9,1,1,2,1,5528.27
1645,0,53,34,7,6,0,30,1,4,1,8662.41
1646,0,19,40,7,2,6,12,1,5,1,3351.69
1647,1,57,34,24,0,0,10,4,2,1,23084.91
1648,1,38,31,26,4,2,31,1,6,1,13148.41
1649,0,31,38,5,6,7,20,1,5,1,6461.91
1650,0,28,33,7,2,2,22,1,7,1,6210.02
1651,0,50,40,8,2,7,16,1,3,1,8446.16
1652,1,43,34,3,5,8,16,2,2,1,29152.48
1653,0,30,26,55,6,3,23,1,7,1,5965.39
1654,0,69,37,2,2,2,1,1,5,1,7000.7
1655,0,71,42,2,6,4,28,2,7,1,11023.96
1656,0,41,26,5,4,4,12,2,7,1,11341.09
1657,0,51,25,35,1,3,4,1,2,1,5940.19
1659,1,61,39,31,4,8,15,1,2,1,8673.5
1660,0,48,34,49,1,3,18,1,3,1,6691.66
1661,1,29,42,7,4,6,28,2,5,1,9651.7
1662,0,60,37,12,6,4,7,3,6,1,7783.54
1663,0,31,39,18,0,0,3,1,6,1,6848.89
1664,0,72,40,26,0,8,4,1,2,1,7964.07
1665,0,43,43,10,3,2,16,1,5,1,6604.99
1666,0,39,36,26,5,9,14,1,3,1,6781.63
1667,0,58,42,21,4,7,11,1,3,1,5902.14
1668,0,19,25,12,1,2,28,1,7,1,4515.9
1669,0,45,35,42,3,8,7,2,2,1,6439.89
1671,1,65,44,34,1,8,19,2,7,1,17371.31
1672,0,52,47,60,5,2,25,1,6,1,7331.38
1673,0,47,43,62,1,9,10,1,3,1,6542.66
1674,0,72,33,4,2,4,31,2,3,1,5645.48
1679,0,24,38,78,5,2,25,1,5,1,2757.39
1680,0,63,40,65,4,4,5,1,6,1,6457.35
1681,1,26,47,17,4,1,11,1,5,1,7240.19
1683,1,59,41,19,6,1,13,2,2,1,21368.03
1685,0,31,25,39,5,4,13,1,5,1,2839.58
1686,1,64,41,9,6,2,12,1,5,1,19232.51
1688,0,56,46,59,1,2,7,1,5,1,2754.48
1689,0,17,31,7,3,7,17,2,3,1,4673.42
1690,0,67,32,30,3,5,8,1,3,1,5484
1691,0,39,31,45,6,6,30,1,5,1,6853.12
1692,0,47,38,3,6,7,13,1,7,1,11769.93
1693,0,43,42,23,0,5,19,2,2,1,9867.17
1695,0,72,40,23,3,5,1,2,2,1,3293.28
1698,0,36,40,24,0,8,4,2,2,1,6103.53
1700,0,31,43,3,0,5,19,1,7,1,11010.48
1702,0,74,37,42,6,1,20,1,7,1,8544.6
1705,1,59,36,25,6,3,30,1,7,1,15211.73
1707,1,32,32,27,2,7,2,1,2,1,9884.42
1708,0,43,38,15,0,5,12,2,5,1,8083.12
1711,0,15,33,31,5,5,10,1,2,1,3868.51
1712,0,62,45,25,2,1,9,1,6,1,5381.23
1714,0,75,37,22,5,9,7,1,2,1,5179.38
1718,0,20,38,39,5,4,20,1,7,1,3801.79
1720,1,53,40,17,1,4,9,1,2,1,15246.33
1721,1,82,29,55,4,7,11,1,2,1,12873.25
1722,1,39,29,3,0,2,6,2,6,1,51299.09
1723,1,45,42,4,6,8,3,2,5,1,30148.72
1725,1,47,42,32,2,7,2,1,7,1,17868.68
1726,1,28,40,50,6,7,27,1,4,1,13135.23
1727,0,68,27,23,5,8,23,1,4,1,3594.04
1730,1,74,44,13,1,3,25,1,2,1,11879.25
1731,0,58,33,45,2,5,7,1,2,1,3913
1733,0,56,42,12,6,0,23,1,6,1,11967.65
1734,0,61,33,28,3,4,4,1,3,1,3735
1735,1,43,38,5,4,3,28,1,3,1,25322.03
1736,0,77,40,7,6,5,25,1,2,1,11097.81
1737,0,38,34,31,0,1,28,1,5,1,4784.43
1738,0,82,29,23,0,8,11,1,5,1,5895.34
1739,0,17,29,30,0,9,16,1,6,1,6675.36
1740,0,67,34,28,4,1,25,1,7,1,5652.6
1741,0,29,38,1,2,1,16,2,7,1,7622.16
1742,1,76,36,22,2,1,2,1,6,1,17010.11
1743,1,43,45,17,0,3,24,1,5,1,15501.88
1744,0,55,24,10,3,5,8,1,4,1,6996.2
1745,1,37,42,17,0,4,29,1,2,1,16003.38
1746,1,59,39,5,2,3,12,2,2,1,20545.01
1747,0,47,38,15,1,3,4,1,6,1,8742.34
1748,0,19,44,13,1,7,1,1,4,1,4596.54
1749,1,66,29,43,5,7,19,1,2,1,13003.03
1750,0,66,36,15,6,1,13,1,7,1,10025.2
1751,0,16,40,13,0,1,28,1,7,1,6772.69
1753,1,65,37,10,3,5,29,1,6,1,13339.11
1755,0,48,33,10,6,1,20,1,2,1,7766.78
1756,0,25,24,6,0,1,21,1,2,1,7650.37
1757,0,46,46,26,2,5,7,1,7,1,7848.03
1758,0,50,38,5,2,4,17,2,3,1,6177.23
1759,0,63,41,16,1,2,21,1,2,1,6058.98
1760,1,56,35,2,1,2,7,3,6,1,20383.67
1761,0,31,38,15,1,1,1,2,7,1,4765.53
1763,0,39,44,36,1,6,18,1,4,1,4943.37
1764,0,35,30,38,0,7,21,1,4,1,9053.03
1765,0,69,39,21,1,6,11,2,2,1,5696.66
1766,0,46,28,19,6,1,20,4,2,1,10245.16
1767,0,60,33,63,1,4,9,1,7,1,6530.02
1768,0,67,40,12,5,4,27,1,7,1,4632.39
1769,1,75,43,11,0,5,12,1,3,1,15878.52
1770,0,51,40,3,1,7,29,2,5,1,7438.98
1771,0,56,38,30,0,8,25,1,4,1,5317.19
1772,0,58,24,37,1,2,7,1,5,1,2534.12
1774,0,56,40,28,6,5,11,1,5,1,4116.5
1776,0,51,42,16,1,1,15,1,6,1,8433.55
1777,0,16,33,39,0,8,4,2,4,1,5316.32
1778,0,44,44,13,0,4,8,2,2,1,7976.95
1780,0,44,36,27,1,6,4,1,5,1,3280.04
1781,0,35,32,13,0,7,28,3,3,1,7142.95
1782,0,51,35,9,6,0,2,1,2,1,7556.42
1783,0,26,40,4,5,4,6,1,3,1,5901.69
1784,0,67,41,46,5,5,10,1,7,1,5759.29
1786,1,61,32,92,1,7,8,1,5,1,10243.72
1787,0,60,34,3,6,3,23,1,5,1,7733.18
1788,0,70,35,33,6,8,17,2,2,1,7860.41
1789,0,54,37,63,1,9,17,1,3,1,3807.1
1791,0,15,39,22,3,8,7,1,3,1,3648.57
1793,1,47,39,13,3,7,10,1,5,1,9287.51
1794,1,49,44,53,5,10,11,2,4,1,18190.63
1795,0,83,43,38,3,7,17,1,3,1,5572.8
1796,0,36,35,13,4,8,15,1,6,1,5983.89
1797,0,45,31,7,3,8,21,1,5,1,4497.62
1799,0,51,45,4,0,1,21,3,2,1,10489.45
1800,0,19,42,28,3,5,29,1,5,1,2723.67
1801,1,23,42,38,6,8,10,1,5,1,9629.9
1802,0,70,39,30,3,3,6,1,2,1,3295.52
1803,0,40,39,2,2,3,12,1,4,1,11506.65
1805,0,36,45,23,6,1,6,1,6,1,7947.14
1807,0,41,35,18,1,8,5,1,5,1,3420.03
1808,1,49,34,25,5,5,24,1,5,1,13305.99
1809,1,78,40,1,4,6,21,1,2,1,16403.85
1810,0,60,29,48,3,3,6,1,3,1,5369.97
1812,0,43,38,20,3,1,3,1,7,1,7679.8
1813,1,65,41,9,3,1,10,3,5,1,8294.2
1814,0,69,32,5,1,4,2,1,2,1,5248.96
1815,0,66,32,57,0,9,30,1,2,1,7995.48
1816,0,39,43,30,5,8,16,2,7,1,7335.93
1818,0,18,36,13,2,6,5,1,6,1,5065.98
1819,0,31,45,15,1,8,12,1,2,1,4715.44
1820,1,48,40,46,0,5,19,1,5,1,11216.1
1821,1,41,35,18,6,3,16,1,6,1,32532.51
1822,0,17,40,15,2,4,31,1,4,1,3630.58
1824,0,61,38,74,4,0,14,1,5,1,2727.77
1825,1,57,40,33,1,8,19,1,5,1,10053.54
1827,1,13,27,43,0,1,14,2,2,1,12332.47
1828,0,69,34,2,4,7,25,1,5,1,8005.24
1830,0,37,48,14,0,6,31,1,2,1,6815.89
1831,0,47,34,9,0,1,28,2,7,1,9442.71
1832,0,78,29,31,4,4,12,1,2,1,5186.13
1833,0,16,36,15,0,4,1,1,4,1,5857.62
1834,0,18,42,16,1,5,6,1,2,1,3702.44
1835,1,78,38,3,0,7,21,1,4,1,33929.3
1836,0,27,44,20,5,7,19,1,5,1,3087.15
1837,0,61,41,22,1,8,26,1,4,1,3350.54
1838,0,67,38,43,5,8,30,1,2,1,3686.74
1839,1,34,37,29,2,7,30,1,5,1,11322.72
1840,0,19,39,54,4,8,22,1,2,1,3479.54
1841,0,50,28,30,6,8,17,2,5,1,4092.25
1842,0,50,25,3,1,5,27,2,5,1,7494.86
1843,0,34,35,21,6,2,12,1,3,1,5806.7
1844,0,34,32,51,5,9,14,1,2,1,3803.59
1845,0,51,27,27,4,4,19,1,7,1,4063.53
1846,1,13,36,4,0,8,11,1,7,1,23759.6
1848,0,40,44,10,1,5,6,2,3,1,6604.86
1849,0,23,41,15,2,8,6,1,3,1,3576.78
1851,0,83,38,32,3,2,23,1,2,1,5482.3
1853,0,60,32,26,6,3,9,1,4,1,5569.63
1856,0,53,28,5,3,4,4,1,5,1,4360.56
1857,1,38,30,34,2,3,12,1,3,1,15647.94
1859,0,63,42,20,6,5,18,3,2,1,5478.91
1861,0,39,38,51,5,6,8,1,6,1,5180.68
1862,0,43,42,44,1,1,29,1,3,1,6259.2
1863,0,79,41,16,5,2,25,2,2,1,5643.57
1864,0,20,38,43,1,6,11,1,4,1,3805.55
1865,0,32,42,5,6,7,6,2,4,1,8240.03
1866,0,54,36,14,2,0,12,1,2,1,6536.76
1867,0,39,38,6,2,6,19,2,5,1,4293.95
1868,0,38,33,24,5,8,30,1,7,1,8235.48
1869,0,66,27,4,6,6,30,2,5,1,9490.75
1870,0,64,32,19,1,9,17,1,4,1,6115.73
1871,1,29,36,22,1,1,8,2,4,1,9046.08
1872,1,39,36,13,2,4,31,1,6,1,22753.18
1873,1,33,35,18,4,5,23,1,3,1,9942.76
1874,0,56,25,20,0,5,19,1,4,1,5565.07
1875,0,40,46,22,5,9,14,1,4,1,4603.53
1876,1,66,37,17,0,4,29,1,3,1,21335.21
1877,0,52,39,14,0,7,28,1,6,1,11994.85
1878,1,42,42,14,6,2,19,1,3,1,27648.8
1879,0,56,26,11,6,6,2,1,2,1,6569.71
1880,0,63,45,21,3,4,4,3,2,1,6251.43
1881,0,28,39,10,6,4,28,1,2,1,6542.35
1882,0,42,42,24,2,4,31,1,6,1,8423.18
1884,0,59,31,8,2,2,29,1,3,1,7266.35
1885,0,66,46,34,5,9,21,1,6,1,4440.01
1886,0,42,24,19,4,7,4,2,2,1,6714.09
1888,0,42,44,43,5,7,12,1,6,1,6389.46
1889,1,40,30,7,5,4,20,1,4,1,23189.73
1891,0,81,42,22,0,1,21,1,2,1,8108.46
1892,0,36,37,31,1,5,13,1,4,1,3596.05
1893,0,37,41,11,3,3,13,2,7,1,5409.11
1894,0,66,25,18,4,4,19,1,7,1,6037.15
1895,1,41,38,20,6,3,16,1,2,1,25106.72
1897,0,31,35,33,5,5,3,1,7,1,4278.45
1898,1,35,42,74,0,10,20,1,4,1,14815.98
1900,0,41,44,36,5,9,7,1,5,1,3737.93
1901,0,33,33,17,6,7,13,1,3,1,6398.22
1903,1,44,38,28,4,2,10,1,6,1,13141.87
1904,1,67,36,6,1,5,20,1,5,1,9409.73
1905,0,36,27,13,6,8,3,1,2,1,7021.15
1907,0,69,44,19,5,1,19,1,5,1,4475.49
1908,0,77,36,28,6,7,6,1,4,1,7856.96
1909,1,35,40,57,1,6,4,1,2,1,15142.71
1910,0,43,38,12,6,6,16,1,3,1,7845.43
1911,0,82,27,12,0,8,25,1,4,1,9012.7
1912,0,36,46,25,0,7,28,1,2,1,5741.26
1913,1,70,25,23,4,8,8,1,4,1,13241.77
1914,0,17,38,16,2,1,16,2,2,1,3805.96
1915,0,40,32,8,4,5,16,1,6,1,7360.44
1916,1,66,44,16,0,4,1,3,5,1,11340.37
1917,0,39,41,54,2,1,23,1,5,1,2952.75
1918,0,70,44,9,0,8,11,2,6,1,9086.77
1919,0,81,43,24,3,7,3,2,2,1,5626.12
1920,1,77,31,8,6,1,20,1,3,1,27079.93
1922,0,31,36,28,3,6,13,1,2,1,3882.15
1925,1,19,40,9,0,6,31,1,3,1,16738.64
1928,0,37,34,0,1,4,30,1,7,1,14315.9
1934,0,51,35,26,4,3,7,1,2,1,6008.47
1936,1,69,33,9,0,8,18,1,2,1,28569.34
1938,0,59,40,18,0,6,17,1,4,1,8610.93
1940,0,39,29,11,3,8,14,1,2,1,4790.27
1941,0,40,46,15,6,5,11,1,2,1,11174.08
1942,0,30,45,12,0,1,7,2,2,1,7684.76
1944,0,42,36,10,0,5,19,1,2,1,12566.04
1947,0,70,38,31,3,3,13,1,5,1,3844.17
1948,0,34,40,34,2,3,5,1,3,1,6013.9
1949,0,55,44,21,6,5,18,1,5,1,7111.49
1950,1,33,32,18,2,7,23,1,7,1,18175.74
1952,0,27,33,8,4,4,12,1,3,1,4763.42
1953,0,38,38,50,2,10,15,2,5,1,3070.4
1954,0,15,40,23,3,9,19,1,6,1,4109.54
1958,0,67,29,28,5,8,2,2,4,1,4935.1
1960,0,71,44,16,1,4,23,1,6,1,8702.44
1961,0,13,44,28,5,6,22,1,7,1,4546.01
1962,0,22,45,38,5,6,1,1,2,1,3823.97
1963,1,53,41,19,2,4,24,1,5,1,7909.3
1964,1,17,41,7,0,3,24,1,4,1,18283.83
1965,0,37,47,25,1,9,10,1,7,1,4854.49
1967,0,46,47,19,5,8,2,2,2,1,4289.57
1968,0,79,43,6,6,8,3,4,2,1,11420.23
1969,0,62,44,28,4,2,17,1,2,1,4363.73
1970,0,17,42,29,5,4,20,2,2,1,3265.95
1971,0,50,40,30,5,8,30,2,2,1,4173.59
1972,0,39,46,17,2,9,4,2,5,1,5424.58
1974,1,58,37,48,2,10,8,1,2,1,8533.69
1975,1,50,40,32,4,4,19,1,2,1,9738.98
1977,1,68,34,37,3,5,29,2,3,1,13626.83
1978,0,20,40,3,5,6,22,2,5,1,4052.98
1979,0,68,28,20,5,3,8,1,6,1,4380.25
1981,0,35,41,1,3,8,28,1,5,1,5833.32
1982,0,34,41,0,0,8,11,2,6,1,14400.17
1983,0,57,36,48,4,3,21,2,7,1,5824.72
1984,0,46,33,3,5,4,27,1,4,1,7674.76
1985,1,19,46,3,2,7,9,1,4,1,14939.53
1986,0,45,40,15,5,8,9,1,3,1,4928.97
1987,0,83,31,22,1,8,5,1,5,1,4411.42
1988,0,45,35,8,1,2,28,2,2,1,8586.85
1990,1,19,42,16,4,3,28,1,3,1,9521.01
1991,0,34,36,18,6,7,13,1,5,1,7273.31
1992,1,64,44,33,1,9,31,2,3,1,14176.56
1993,0,66,31,10,3,5,29,1,5,1,3156.72
1994,0,56,43,15,6,4,21,1,5,1,4785.37
1995,1,40,27,37,1,5,6,2,3,1,10319.34
1997,0,69,38,32,6,9,8,1,6,1,9446.93
1999,1,61,30,12,2,7,30,1,5,1,11633.8
2000,0,71,33,22,6,8,24,1,3,1,8331.14
2001,0,55,25,15,1,7,22,2,5,1,4481.24
2002,0,36,28,29,4,9,13,2,6,1,7460.12
2004,0,32,42,43,0,2,6,1,5,1,3962.18
2005,0,54,44,16,6,8,10,2,3,1,9750.2
2007,0,18,42,24,0,0,10,1,5,1,3827.45
2009,0,61,42,27,4,8,1,1,6,1,4568.31
2010,0,34,38,22,4,8,1,1,5,1,2846.71
2012,1,44,32,34,4,9,6,1,7,1,11635.65
2015,0,45,44,3,2,4,10,3,5,1,6568.62
2018,0,48,34,11,4,6,14,1,6,1,6573.58
2020,1,68,46,33,0,0,17,1,2,1,13341.6
2021,0,55,36,67,5,8,2,1,5,1,2909.47
2022,0,73,38,2,5,0,1,1,2,1,6541.47
2023,1,52,30,16,1,6,25,1,4,1,15674.52
2024,0,35,37,33,3,4,11,1,5,1,3004.75
2025,0,34,29,9,5,0,22,2,2,1,5149.68
2026,0,63,38,11,3,6,20,1,7,1,4373.76
2027,1,74,33,27,0,8,4,1,7,1,24928.48
2028,0,69,36,1,0,3,10,1,5,1,7343.52
2029,1,33,42,20,3,5,15,1,7,1,16823.8
2030,0,76,47,2,3,7,17,1,7,1,10480.81
2031,1,23,47,19,4,5,2,2,2,1,8746.97
2032,1,20,32,39,6,6,30,1,5,1,9656.71
2033,0,16,38,33,6,8,17,1,7,1,5823.49
2034,0,51,33,7,5,2,25,2,5,1,7033.61
2036,0,78,34,11,3,8,7,1,7,1,7812.65
2037,0,75,33,18,1,3,4,2,2,1,6382.28
2038,0,46,34,30,0,4,22,2,2,1,6935.89
2039,0,54,33,21,2,3,12,1,3,1,6118.03
2041,0,47,43,17,3,6,27,2,4,1,7027.32
2043,0,19,27,4,5,8,23,1,6,1,6617.5
2044,0,44,44,49,2,8,27,1,2,1,4278.21
2045,0,27,41,9,0,5,5,3,2,1,6966.28
2046,0,82,26,40,2,8,27,1,6,1,6236.64
2048,1,47,28,20,2,8,20,3,5,1,7928.08
2051,0,35,44,28,0,8,11,1,2,1,6665.71
2052,1,47,31,18,3,9,5,1,3,1,10863.04
2053,0,37,40,8,2,4,17,2,3,1,5316.06
2054,0,66,30,4,5,4,13,1,2,1,8774.1
2056,0,55,47,28,2,9,18,1,5,1,3020.38
2057,0,34,36,32,4,8,29,1,6,1,7255.06
2058,0,51,31,41,5,8,2,2,3,1,3618.38
2059,0,44,42,13,5,8,16,1,4,1,5165.13
2060,0,73,25,23,4,4,5,2,2,1,5458.8
2062,0,28,48,17,4,3,21,2,2,1,3996.33
2063,0,72,40,12,4,5,2,1,2,1,6039.56
2064,0,52,30,26,0,6,31,1,5,1,6733.69
2066,1,57,42,19,6,5,4,2,2,1,14095.25
2068,0,68,42,2,0,2,20,1,5,1,10835.79
2069,1,31,38,34,3,6,20,1,5,1,6933.75
2071,0,81,27,19,2,9,4,1,5,1,4135.43
2074,0,36,34,31,4,9,13,1,5,1,3430.84
2075,1,60,45,19,5,8,2,2,4,1,16683.76
2076,1,59,35,11,1,6,4,1,5,1,8468.77
2078,0,42,35,21,2,8,20,2,5,1,3428
2079,0,14,42,24,0,7,21,2,7,1,5968.79
2081,0,38,36,19,1,8,19,2,2,1,4284.85
2083,1,47,44,12,1,8,12,1,4,1,19698.09
2084,0,41,37,7,4,8,22,2,5,1,7034.78
2085,1,24,34,37,5,7,12,1,6,1,11040.69
2086,0,73,29,5,1,2,28,1,6,1,10239.55
2088,0,31,39,50,6,6,9,1,5,1,4097.36
2089,0,32,24,4,0,7,28,1,3,1,8540.36
2090,0,35,42,5,0,4,22,1,2,1,9410.78
2091,0,60,38,17,4,1,18,1,7,1,6517.39
2096,1,38,44,19,4,2,17,1,6,1,14416.19
2097,0,75,30,12,4,4,5,2,2,1,6717.74
2098,1,70,31,48,5,4,6,1,3,1,8459.42
2099,0,48,29,28,1,7,22,1,2,1,4188.18
2100,0,36,42,38,4,6,21,1,3,1,6143.81
2101,0,13,30,14,4,8,15,1,5,1,2716.64
2102,0,21,37,19,6,0,16,2,4,1,5095.01
2103,1,57,45,7,4,4,19,1,7,1,17030.99
2104,1,64,42,31,2,6,19,1,7,1,9467.99
2106,1,53,46,31,0,7,7,2,2,1,21116.54
2107,0,34,25,23,2,6,12,1,4,1,3672.97
2109,1,61,43,66,3,7,3,1,3,1,13694.33
2110,0,29,44,17,4,0,28,1,3,1,4366.22
2111,0,66,28,53,1,7,29,1,7,1,5881.22
2112,0,83,37,35,0,8,18,1,3,1,8066.52
2113,0,77,40,5,0,8,4,2,5,1,9303.8
2116,0,14,38,15,5,7,12,3,5,1,2782.28
2118,0,34,33,25,0,6,17,2,7,1,7240.39
2119,0,57,43,19,2,1,2,1,5,1,4620.27
2122,0,44,39,35,6,5,18,1,7,1,7088.59
2125,0,34,31,3,1,5,6,1,6,1,8363.02
