SL. No.,Class,Age,time,adv_bookdays,weekday,month,monthday,demand,from_ind,to_ind,Fare
1399,0,19.2,40,9,0,8,4,1,5,1,4600.06
1400,1,58.1,48,26,2,7,9,1,5,1,10255.43
1401,0,64.4,28,14,6,1,13,3,5,1,6491.87
1403,0,54.1,33,28,3,0,20,1,3,1,3663.15
1404,0,73,43,23,2,6,26,1,3,1,3587.18
1407,0,68.8,40,39,6,8,3,2,6,1,6519.72
1408,0,52.2,42,14,1,7,29,2,3,1,4169.32
1409,1,46,32,9,1,1,8,2,2,1,21183.97
1410,0,38.3,26,29,3,1,10,2,2,1,3852.22
1412,0,35.5,38,7,2,2,29,2,2,1,5212.01
1413,0,67.9,27,13,3,7,3,2,5,1,3848.31
1414,0,71.8,44,6,2,1,23,1,4,1,8216.27
1415,0,76.6,30,28,3,7,24,2,2,1,3532.59
1416,0,37,32,25,0,7,21,1,7,1,6756.6
1417,0,54.4,36,19,2,2,1,1,2,1,6038.05
1418,0,52.2,41,53,6,4,14,1,2,1,8399.3
1419,0,29.3,40,35,1,3,4,1,5,1,2310.98
1420,0,51.5,27,9,5,7,5,1,4,1,7597.37
1422,1,36.3,30,32,3,7,10,1,5,1,7367.99
1423,0,33,36,4,4,2,10,2,5,1,7251.35
1424,0,17.7,47,30,4,5,30,1,3,1,3409.71
1425,0,48.1,40,45,4,5,9,1,6,1,7901.15
1426,0,75.3,42,24,5,4,20,1,4,1,5290.83
1427,0,29.2,39,9,5,0,22,1,7,1,5165.62
1428,0,50.8,35,13,3,0,6,1,4,1,4495.7
1429,0,60.2,31,12,1,0,25,2,3,1,4126.12
1430,0,52,38,26,1,3,18,1,2,1,5801.67
1431,1,23,24,2,5,5,17,1,5,1,11439.56
1432,0,20.1,34,2,5,5,3,1,6,1,7758.2
1433,0,66.7,36,3,3,1,3,1,3,1,9303.66
1435,1,69.5,34,4,2,8,6,2,3,1,24102.95
1437,0,78.3,34,10,6,5,11,1,6,1,13719.99
1438,0,60.6,32,46,2,1,9,1,3,1,5439.39
1439,0,51.6,42,6,0,8,25,1,2,1,12750.43
1440,0,19.2,40,15,3,4,11,2,2,1,3372.14
1442,0,52,28,39,6,5,4,1,3,1,8596.65
1443,0,63.9,38,21,5,0,15,1,7,1,3561.63
1444,0,24.3,25,19,2,2,8,1,5,1,2973.54
1445,0,34.5,37,13,6,3,23,1,3,1,6587.08
1446,0,36.1,42,37,4,5,2,1,5,1,4355.9
1447,0,31.4,30,11,0,8,25,1,5,1,5214.55
1448,0,70.9,41,57,0,1,21,1,7,1,5395.29
1449,1,15.9,26,29,2,2,1,2,5,1,5974.28
1450,0,59,38,34,6,4,14,1,5,1,5957.18
1451,0,62.8,47,18,5,2,25,1,5,1,2817.03
1452,0,19,34,3,1,7,1,1,4,1,6804.23
1453,0,58.9,39,3,3,4,18,1,5,1,6682.34
1455,0,56.3,28,11,0,6,10,1,6,1,12994.89
1458,0,13.7,43,29,4,4,26,1,3,1,3787.31
1459,0,37.6,35,26,5,4,6,1,2,1,7116.87
1460,0,74.6,28,1,2,1,2,1,2,1,10035.32
1461,0,33.9,42,26,2,5,28,1,4,1,3791.37
1462,1,16.7,38,1,1,8,5,1,2,1,16076.23
1463,0,64.4,40,17,4,1,18,4,2,1,5569.02
1464,1,42.6,32,38,0,4,1,3,5,1,11944.93
1465,0,24.5,27,14,1,4,30,2,5,1,3252.95
1466,0,80.6,28,24,3,8,28,1,6,1,6874.84
1467,1,63.3,46,23,0,2,13,1,7,1,24211.63
1468,1,21.9,43,25,1,4,23,1,7,1,9788.77
1469,0,30.1,36,4,3,7,3,1,2,1,5981.11
1472,0,39.4,36,63,5,4,27,1,7,1,6914.56
1473,0,57.1,34,8,0,7,7,1,2,1,7909.08
1474,0,70,41,33,3,6,6,1,7,1,4052.59
1475,0,62.3,39,12,5,2,25,1,6,1,7683.46
1476,0,79.8,38,37,3,4,18,2,5,1,3554.34
1478,1,35.4,46,44,2,1,9,1,4,1,9699.29
1479,1,61.3,34,20,3,8,7,1,6,1,17129.94
1480,0,62.9,42,14,3,9,5,2,3,1,6232.96
1481,0,60.1,32,43,1,1,8,2,4,1,5011.67
1482,0,79.5,43,18,4,8,22,2,3,1,6121.9
1483,1,52.8,33,56,4,3,28,1,5,1,7533.91
1484,1,55.9,37,4,3,1,24,2,2,1,22409.08
1488,0,31.5,42,13,2,2,22,1,4,1,4225.81
1489,0,79.5,29,23,6,4,21,2,6,1,10069.62
1491,1,69.4,41,8,1,0,11,1,4,1,17881.68
1492,1,53.8,36,47,6,1,13,1,2,1,13719.38
1493,0,37.6,31,18,4,2,10,2,5,1,3522.93
1494,0,13.8,46,1,5,8,23,1,7,1,6981.85
1495,0,52.5,32,40,1,2,14,1,3,1,3929.57
1496,0,56.7,40,17,1,3,11,1,2,1,3767.28
1497,0,45.8,37,23,0,4,22,1,2,1,9528.85
1498,0,58.4,42,5,5,1,26,1,6,1,6573.91
1501,1,83.2,41,25,1,9,17,3,5,1,9916.77
1502,0,65,42,44,4,1,11,2,3,1,2960.35
1503,0,15.7,26,42,3,7,24,2,6,1,4467.69
1504,0,63.7,30,2,1,4,2,1,6,1,7707.49
1506,0,77.5,40,0,3,1,10,3,4,1,6356
1507,0,51.2,40,78,5,1,12,1,3,1,3826.4
1508,0,36.1,42,33,1,3,11,2,3,1,3548.94
1509,0,15.5,31,11,0,4,29,1,3,1,6340.96
1510,0,48.5,40,12,4,6,7,1,3,1,7258.77
1511,0,36.6,34,22,5,1,26,1,3,1,6734.45
1513,0,14,32,1,3,8,7,2,2,1,6836.95
1514,0,64.1,29,15,1,6,11,2,7,1,4279.45
1515,0,41.1,41,49,5,9,7,1,4,1,6335.34
1516,0,53,41,51,1,10,7,1,5,1,3895.82
1517,0,38.7,30,12,5,6,8,1,2,1,7525.76
1520,0,52.3,43,7,5,4,20,1,3,1,5609.97
1521,0,68.4,25,54,3,6,6,1,7,1,3996.91
1522,0,67.9,44,63,4,5,16,1,7,1,4078.35
1523,0,66.8,44,24,3,6,20,1,2,1,3838.99
1524,1,72.3,47,45,1,2,21,1,2,1,12874.83
1525,0,15.5,31,5,5,4,6,1,4,1,5601.91
1526,0,74.8,40,29,0,3,10,3,3,1,8038.74
1527,1,66,25,48,6,8,24,1,5,1,9451.63
1528,0,26.2,38,32,5,0,15,1,7,1,3735.47
1529,0,60.4,32,25,6,7,27,1,3,1,5068.98
1530,1,19.1,41,34,6,0,2,1,6,1,15785.07
1531,0,35.5,39,42,0,5,12,1,5,1,6623.9
1532,0,14,46,24,1,1,29,3,5,1,2880.49
1533,0,14.6,34,11,2,1,16,4,2,1,4709.08
1534,0,77.4,32,40,0,4,1,2,5,1,6179.72
1535,1,60.3,38,30,3,6,27,1,2,1,13514.4
1537,0,46.4,40,22,2,1,9,2,2,1,4025.48
1538,0,62.5,42,27,1,0,11,1,2,1,3534.83
1539,1,77.4,41,14,5,2,25,2,2,1,9765.11
1540,0,40.1,39,17,2,9,11,1,4,1,7092.15
1541,0,31.5,26,40,0,6,17,1,4,1,5782.37
1542,1,19.8,43,13,4,2,24,1,3,1,10777.28
1543,0,25.4,26,33,6,6,30,1,4,1,5461.75
1544,0,65.8,37,38,0,6,3,2,2,1,7956.1
1547,0,62.9,42,27,4,4,12,2,5,1,3944.27
1548,1,23.3,42,14,1,6,11,1,3,1,9796.81
1549,0,49.1,38,42,2,5,14,2,5,1,4723.5
1550,0,32.7,41,13,1,2,7,1,7,1,5159.58
1551,0,22.9,27,45,1,3,25,1,5,1,3138.59
1554,0,79.1,46,16,6,0,16,1,7,1,9810.23
1556,0,38.8,44,37,6,1,13,2,2,1,7400.13
1558,1,63.3,38,9,3,7,31,2,5,1,12566.68
1559,0,30,41,10,1,8,19,1,4,1,4659.94
1560,1,68.8,45,4,2,3,19,1,5,1,19206.63
1561,1,25,30,6,4,4,26,1,3,1,13204.15
1562,0,37.8,39,14,4,5,23,1,5,1,5740.02
1563,0,56.5,25,15,3,1,3,1,6,1,4943.82
1564,1,75.9,47,41,5,3,22,1,3,1,12971.27
1565,0,42.2,35,14,1,8,5,1,7,1,5729.68
1566,1,52.9,24,33,3,7,3,1,6,1,11834.26
1567,1,41.4,32,33,2,8,6,1,2,1,10831.29
1568,0,24.3,40,0,6,3,16,1,4,1,10138.03
1569,0,42.6,41,7,1,7,29,1,6,1,11947.41
1570,0,58.4,43,17,3,9,12,1,3,1,6147.05
1571,0,24.1,45,50,0,2,27,1,2,1,6064.24
1572,0,16.2,41,5,1,4,9,1,3,1,5540.66
1573,0,56.9,38,54,3,1,24,1,6,1,6494.39
1575,0,83.5,39,13,3,2,9,1,3,1,6117.88
1576,0,63.8,42,47,2,8,27,2,2,1,5103.35
1577,0,64.2,42,4,4,1,11,1,4,1,8723.8
1578,0,37.7,36,21,3,1,10,1,6,1,7834.22
1579,0,37.6,43,36,2,10,1,2,4,1,4408.79
1580,0,57.2,36,54,3,7,3,1,6,1,6352.57
1581,0,53.4,26,10,2,3,26,1,5,1,3735.48
1582,0,31.4,39,46,3,6,6,1,7,1,4042.58
1584,0,78.7,45,9,5,6,8,1,5,1,6150.87
1585,0,13.7,39,8,0,3,24,1,7,1,7942.67
1586,0,20.5,44,28,3,5,1,1,3,1,3582.27
1587,0,76.7,39,34,0,9,30,3,4,1,5069.64
1588,0,52.6,44,42,6,4,28,2,5,1,4337.83
1589,0,34.9,30,0,6,4,21,1,7,1,19936.26
1590,1,29.9,34,9,6,6,9,2,7,1,20756.97
1591,1,78.4,44,33,6,9,1,1,5,1,10253.24
1592,0,55.1,41,56,0,2,6,1,4,1,8619.21
1593,0,78.9,30,43,3,2,9,2,2,1,5192.32
1596,0,48.1,41,35,4,6,21,2,5,1,3016.5
1597,0,59.7,45,45,6,4,14,1,2,1,9307.12
1599,0,76.8,30,40,4,1,11,1,6,1,4326.59
1601,0,62.5,36,27,0,7,14,1,2,1,7901.31
1602,0,67,47,11,4,2,24,2,3,1,4188.65
1603,0,37.5,30,15,5,2,18,1,6,1,5517
1604,0,33.2,36,23,4,5,9,1,6,1,4544.44
1605,1,64.2,41,15,1,5,6,2,5,1,10850.99
1607,1,31.1,32,13,0,5,26,1,7,1,18241.32
1609,1,76.1,40,33,5,1,5,1,3,1,8547.59
1610,1,55,27,16,2,0,19,1,4,1,9982.28
1611,0,57.6,31,15,4,8,8,1,5,1,4697.29
1612,1,41.2,47,7,0,8,18,1,6,1,43767.08
1613,1,47.2,44,3,1,4,9,2,5,1,24552.38
1615,1,55.1,28,48,1,2,28,1,5,1,10339.63
1616,0,57.2,40,11,6,6,30,1,5,1,7535.06
1617,1,50.9,39,23,1,0,4,1,5,1,11464.18
1618,0,63.5,28,0,1,2,14,1,3,1,10511.35
1619,0,73.1,46,14,6,5,25,1,4,1,6128.68
1620,1,31.4,38,31,4,3,14,2,5,1,6502.49
1621,0,48.5,39,32,6,9,29,2,3,1,5780.04
1622,0,48.8,40,10,0,3,10,1,5,1,5650.26
1624,0,13.9,38,23,6,8,17,1,5,1,3473.07
1625,0,65.2,42,20,1,5,13,2,5,1,3977.26
1627,0,57.3,35,32,1,5,13,1,2,1,5249.74
1628,1,45.6,31,39,4,8,15,1,2,1,16075.92
1629,1,56.1,43,7,6,0,30,1,2,1,20250.66
1630,0,63.8,28,11,4,7,18,1,2,1,4548.22
1631,1,28.8,41,21,4,8,15,1,3,1,9458.31
1632,0,72.6,43,5,5,7,12,1,3,1,5619.24
1633,0,41,41,8,2,0,12,1,3,1,8554.92
1634,1,33.8,42,36,4,7,25,1,2,1,9187.6
1638,0,56.9,34,9,2,7,16,2,4,1,7560.19
1639,1,41.9,38,16,5,7,5,2,2,1,11615.67
1640,0,54.4,38,47,0,1,21,1,3,1,8205.84
1641,0,81.8,25,37,1,8,26,1,2,1,5252.6
1642,0,35.2,31,1,5,1,5,3,3,1,7360.99
1643,0,38.1,42,43,6,4,21,1,5,1,4834.16
1644,0,18.6,32,19,6,9,1,1,2,1,5528.27
1645,0,53,34,7,6,0,30,1,4,1,8662.41
1646,0,19.3,40,7,2,6,12,1,5,1,3351.69
1647,1,57.3,34,24,0,0,10,4,2,1,23084.91
1648,1,38.4,31,26,4,2,31,1,6,1,13148.41
1649,0,30.7,38,5,6,7,20,1,5,1,6461.91
1650,0,28,33,7,2,2,22,1,7,1,6210.02
1651,0,50,40,8,2,7,16,1,3,1,8446.16
1652,1,42.7,34,3,5,8,16,2,2,1,29152.48
1653,0,29.8,26,55,6,3,23,1,7,1,5965.39
1654,0,68.6,37,2,2,2,1,1,5,1,7000.7
1655,0,70.8,42,2,6,4,28,2,7,1,11023.96
1656,0,40.7,26,5,4,4,12,2,7,1,11341.09
1657,0,50.6,25,35,1,3,4,1,2,1,5940.19
1659,1,60.5,39,31,4,8,15,1,2,1,8673.5
1660,0,48,34,49,1,3,18,1,3,1,6691.66
1661,1,28.5,42,7,4,6,28,2,5,1,9651.7
1662,0,60.4,37,12,6,4,7,3,6,1,7783.54
1663,0,30.7,39,18,0,0,3,1,6,1,6848.89
1664,0,72.1,40,26,0,8,4,1,2,1,7964.07
1665,0,43.3,43,10,3,2,16,1,5,1,6604.99
1666,0,39.3,36,26,5,9,14,1,3,1,6781.63
1667,0,58.1,42,21,4,7,11,1,3,1,5902.14
1668,0,19,25,12,1,2,28,1,7,1,4515.9
1669,0,45.4,35,42,3,8,7,2,2,1,6439.89
1671,1,65.4,44,34,1,8,19,2,7,1,17371.31
1672,0,51.9,47,60,5,2,25,1,6,1,7331.38
1673,0,46.6,43,62,1,9,10,1,3,1,6542.66
1674,0,72.3,33,4,2,4,31,2,3,1,5645.48
1679,0,24.2,38,78,5,2,25,1,5,1,2757.39
1680,0,62.9,40,65,4,4,5,1,6,1,6457.35
1681,1,26.3,47,17,4,1,11,1,5,1,7240.19
1683,1,59.4,41,19,6,1,13,2,2,1,21368.03
1685,0,31.2,25,39,5,4,13,1,5,1,2839.58
1686,1,63.6,41,9,6,2,12,1,5,1,19232.51
1688,0,55.6,46,59,1,2,7,1,5,1,2754.48
1689,0,17.3,31,7,3,7,17,2,3,1,4673.42
1690,0,66.7,32,30,3,5,8,1,3,1,5484
1691,0,39.4,31,45,6,6,30,1,5,1,6853.12
1692,0,46.5,38,3,6,7,13,1,7,1,11769.93
1693,0,42.5,42,23,0,5,19,2,2,1,9867.17
1695,0,72.4,40,23,3,5,1,2,2,1,3293.28
1698,0,35.9,40,24,0,8,4,2,2,1,6103.53
1700,0,30.8,43,3,0,5,19,1,7,1,11010.48
1702,0,74.1,37,42,6,1,20,1,7,1,8544.6
1705,1,58.5,36,25,6,3,30,1,7,1,15211.73
1707,1,31.7,32,27,2,7,2,1,2,1,9884.42
1708,0,42.9,38,15,0,5,12,2,5,1,8083.12
1711,0,15.3,33,31,5,5,10,1,2,1,3868.51
1712,0,61.6,45,25,2,1,9,1,6,1,5381.23
1714,0,74.7,37,22,5,9,7,1,2,1,5179.38
1718,0,19.7,38,39,5,4,20,1,7,1,3801.79
1720,1,53,40,17,1,4,9,1,2,1,15246.33
1721,1,81.5,29,55,4,7,11,1,2,1,12873.25
1722,1,39.1,29,3,0,2,6,2,6,1,51299.09
1723,1,45,42,4,6,8,3,2,5,1,30148.72
1725,1,46.6,42,32,2,7,2,1,7,1,17868.68
1726,1,28.3,40,50,6,7,27,1,4,1,13135.23
1727,0,67.8,27,23,5,8,23,1,4,1,3594.04
1730,1,73.7,44,13,1,3,25,1,2,1,11879.25
1731,0,58.1,33,45,2,5,7,1,2,1,3913
1733,0,55.9,42,12,6,0,23,1,6,1,11967.65
1734,0,61,33,28,3,4,4,1,3,1,3735
1735,1,43.4,38,5,4,3,28,1,3,1,25322.03
1736,0,76.9,40,7,6,5,25,1,2,1,11097.81
1737,0,37.8,34,31,0,1,28,1,5,1,4784.43
1738,0,81.9,29,23,0,8,11,1,5,1,5895.34
1739,0,16.9,29,30,0,9,16,1,6,1,6675.36
1740,0,67.1,34,28,4,1,25,1,7,1,5652.6
1741,0,28.9,38,1,2,1,16,2,7,1,7622.16
1742,1,76.3,36,22,2,1,2,1,6,1,17010.11
1743,1,42.8,45,17,0,3,24,1,5,1,15501.88
1744,0,54.5,24,10,3,5,8,1,4,1,6996.2
1745,1,37.1,42,17,0,4,29,1,2,1,16003.38
1746,1,58.6,39,5,2,3,12,2,2,1,20545.01
1747,0,46.9,38,15,1,3,4,1,6,1,8742.34
1748,0,18.8,44,13,1,7,1,1,4,1,4596.54
1749,1,66.2,29,43,5,7,19,1,2,1,13003.03
1750,0,65.5,36,15,6,1,13,1,7,1,10025.2
1751,0,16.3,40,13,0,1,28,1,7,1,6772.69
1753,1,64.7,37,10,3,5,29,1,6,1,13339.11
1755,0,48.4,33,10,6,1,20,1,2,1,7766.78
1756,0,24.8,24,6,0,1,21,1,2,1,7650.37
1757,0,45.6,46,26,2,5,7,1,7,1,7848.03
1758,0,50.1,38,5,2,4,17,2,3,1,6177.23
1759,0,62.8,41,16,1,2,21,1,2,1,6058.98
1760,1,56.1,35,2,1,2,7,3,6,1,20383.67
1761,0,31.1,38,15,1,1,1,2,7,1,4765.53
1763,0,38.8,44,36,1,6,18,1,4,1,4943.37
1764,0,35.1,30,38,0,7,21,1,4,1,9053.03
1765,0,69,39,21,1,6,11,2,2,1,5696.66
1766,0,45.8,28,19,6,1,20,4,2,1,10245.16
1767,0,59.5,33,63,1,4,9,1,7,1,6530.02
1768,0,66.7,40,12,5,4,27,1,7,1,4632.39
1769,1,75.4,43,11,0,5,12,1,3,1,15878.52
1770,0,50.7,40,3,1,7,29,2,5,1,7438.98
1771,0,55.8,38,30,0,8,25,1,4,1,5317.19
1772,0,57.6,24,37,1,2,7,1,5,1,2534.12
1774,0,56.2,40,28,6,5,11,1,5,1,4116.5
1776,0,51.3,42,16,1,1,15,1,6,1,8433.55
1777,0,16.1,33,39,0,8,4,2,4,1,5316.32
1778,0,43.6,44,13,0,4,8,2,2,1,7976.95
1780,0,43.6,36,27,1,6,4,1,5,1,3280.04
1781,0,35.2,32,13,0,7,28,3,3,1,7142.95
1782,0,50.9,35,9,6,0,2,1,2,1,7556.42
1783,0,26.1,40,4,5,4,6,1,3,1,5901.69
1784,0,66.7,41,46,5,5,10,1,7,1,5759.29
1786,1,60.5,32,92,1,7,8,1,5,1,10243.72
1787,0,60.1,34,3,6,3,23,1,5,1,7733.18
1788,0,69.5,35,33,6,8,17,2,2,1,7860.41
1789,0,53.8,37,63,1,9,17,1,3,1,3807.1
1791,0,14.5,39,22,3,8,7,1,3,1,3648.57
1793,1,47,39,13,3,7,10,1,5,1,9287.51
1794,1,48.8,44,53,5,10,11,2,4,1,18190.63
1795,0,82.8,43,38,3,7,17,1,3,1,5572.8
1796,0,35.9,35,13,4,8,15,1,6,1,5983.89
1797,0,45,31,7,3,8,21,1,5,1,4497.62
1799,0,50.6,45,4,0,1,21,3,2,1,10489.45
1800,0,19.3,42,28,3,5,29,1,5,1,2723.67
1801,1,23.3,42,38,6,8,10,1,5,1,9629.9
1802,0,70.1,39,30,3,3,6,1,2,1,3295.52
1803,0,40.3,39,2,2,3,12,1,4,1,11506.65
1805,0,35.8,45,23,6,1,6,1,6,1,7947.14
1807,0,40.7,35,18,1,8,5,1,5,1,3420.03
1808,1,49.1,34,25,5,5,24,1,5,1,13305.99
1809,1,77.5,40,1,4,6,21,1,2,1,16403.85
1810,0,59.7,29,48,3,3,6,1,3,1,5369.97
1812,0,42.5,38,20,3,1,3,1,7,1,7679.8
1813,1,65.2,41,9,3,1,10,3,5,1,8294.2
1814,0,69.1,32,5,1,4,2,1,2,1,5248.96
1815,0,65.6,32,57,0,9,30,1,2,1,7995.48
1816,0,38.6,43,30,5,8,16,2,7,1,7335.93
1818,0,18.2,36,13,2,6,5,1,6,1,5065.98
1819,0,30.8,45,15,1,8,12,1,2,1,4715.44
1820,1,48.3,40,46,0,5,19,1,5,1,11216.1
1821,1,40.6,35,18,6,3,16,1,6,1,32532.51
1822,0,16.8,40,15,2,4,31,1,4,1,3630.58
1824,0,61.4,38,74,4,0,14,1,5,1,2727.77
1825,1,56.5,40,33,1,8,19,1,5,1,10053.54
1827,1,13.1,27,43,0,1,14,2,2,1,12332.47
1828,0,69.2,34,2,4,7,25,1,5,1,8005.24
1830,0,36.7,48,14,0,6,31,1,2,1,6815.89
1831,0,46.6,34,9,0,1,28,2,7,1,9442.71
1832,0,77.7,29,31,4,4,12,1,2,1,5186.13
1833,0,15.7,36,15,0,4,1,1,4,1,5857.62
1834,0,17.6,42,16,1,5,6,1,2,1,3702.44
1835,1,78,38,3,0,7,21,1,4,1,33929.3
1836,0,27,44,20,5,7,19,1,5,1,3087.15
1837,0,60.5,41,22,1,8,26,1,4,1,3350.54
1838,0,66.7,38,43,5,8,30,1,2,1,3686.74
1839,1,33.5,37,29,2,7,30,1,5,1,11322.72
1840,0,19.2,39,54,4,8,22,1,2,1,3479.54
1841,0,49.6,28,30,6,8,17,2,5,1,4092.25
1842,0,49.6,25,3,1,5,27,2,5,1,7494.86
1843,0,33.7,35,21,6,2,12,1,3,1,5806.7
1844,0,33.6,32,51,5,9,14,1,2,1,3803.59
1845,0,51,27,27,4,4,19,1,7,1,4063.53
1846,1,13.1,36,4,0,8,11,1,7,1,23759.6
1848,0,40.4,44,10,1,5,6,2,3,1,6604.86
1849,0,23.4,41,15,2,8,6,1,3,1,3576.78
1851,0,82.8,38,32,3,2,23,1,2,1,5482.3
1853,0,60.2,32,26,6,3,9,1,4,1,5569.63
1856,0,53.4,28,5,3,4,4,1,5,1,4360.56
1857,1,37.9,30,34,2,3,12,1,3,1,15647.94
1859,0,62.9,42,20,6,5,18,3,2,1,5478.91
1861,0,38.7,38,51,5,6,8,1,6,1,5180.68
1862,0,42.7,42,44,1,1,29,1,3,1,6259.2
1863,0,79,41,16,5,2,25,2,2,1,5643.57
1864,0,20.3,38,43,1,6,11,1,4,1,3805.55
1865,0,31.6,42,5,6,7,6,2,4,1,8240.03
1866,0,54,36,14,2,0,12,1,2,1,6536.76
1867,0,39.1,38,6,2,6,19,2,5,1,4293.95
1868,0,38.4,33,24,5,8,30,1,7,1,8235.48
1869,0,66.1,27,4,6,6,30,2,5,1,9490.75
1870,0,64.4,32,19,1,9,17,1,4,1,6115.73
1871,1,29.2,36,22,1,1,8,2,4,1,9046.08
1872,1,38.8,36,13,2,4,31,1,6,1,22753.18
1873,1,33.1,35,18,4,5,23,1,3,1,9942.76
1874,0,56.2,25,20,0,5,19,1,4,1,5565.07
1875,0,39.5,46,22,5,9,14,1,4,1,4603.53
1876,1,66.2,37,17,0,4,29,1,3,1,21335.21
1877,0,52.2,39,14,0,7,28,1,6,1,11994.85
1878,1,41.6,42,14,6,2,19,1,3,1,27648.8
1879,0,55.8,26,11,6,6,2,1,2,1,6569.71
1880,0,63.2,45,21,3,4,4,3,2,1,6251.43
1881,0,28.2,39,10,6,4,28,1,2,1,6542.35
1882,0,41.9,42,24,2,4,31,1,6,1,8423.18
1884,0,58.9,31,8,2,2,29,1,3,1,7266.35
1885,0,65.7,46,34,5,9,21,1,6,1,4440.01
1886,0,42.4,24,19,4,7,4,2,2,1,6714.09
1888,0,41.8,44,43,5,7,12,1,6,1,6389.46
1889,1,39.9,30,7,5,4,20,1,4,1,23189.73
1891,0,80.6,42,22,0,1,21,1,2,1,8108.46
1892,0,35.7,37,31,1,5,13,1,4,1,3596.05
1893,0,36.9,41,11,3,3,13,2,7,1,5409.11
1894,0,66,25,18,4,4,19,1,7,1,6037.15
1895,1,40.9,38,20,6,3,16,1,2,1,25106.72
1897,0,31.3,35,33,5,5,3,1,7,1,4278.45
1898,1,35,42,74,0,10,20,1,4,1,14815.98
1900,0,40.7,44,36,5,9,7,1,5,1,3737.93
1901,0,32.9,33,17,6,7,13,1,3,1,6398.22
1903,1,43.8,38,28,4,2,10,1,6,1,13141.87
1904,1,66.7,36,6,1,5,20,1,5,1,9409.73
1905,0,36.2,27,13,6,8,3,1,2,1,7021.15
1907,0,69.4,44,19,5,1,19,1,5,1,4475.49
1908,0,77.4,36,28,6,7,6,1,4,1,7856.96
1909,1,35.4,40,57,1,6,4,1,2,1,15142.71
1910,0,42.7,38,12,6,6,16,1,3,1,7845.43
1911,0,81.9,27,12,0,8,25,1,4,1,9012.7
1912,0,35.5,46,25,0,7,28,1,2,1,5741.26
1913,1,69.5,25,23,4,8,8,1,4,1,13241.77
1914,0,17,38,16,2,1,16,2,2,1,3805.96
1915,0,39.5,32,8,4,5,16,1,6,1,7360.44
1916,1,66.3,44,16,0,4,1,3,5,1,11340.37
1917,0,38.6,41,54,2,1,23,1,5,1,2952.75
1918,0,69.8,44,9,0,8,11,2,6,1,9086.77
1919,0,80.5,43,24,3,7,3,2,2,1,5626.12
1920,1,77.1,31,8,6,1,20,1,3,1,27079.93
1922,0,30.6,36,28,3,6,13,1,2,1,3882.15
1925,1,18.8,40,9,0,6,31,1,3,1,16738.64
1928,0,37.1,34,0,1,4,30,1,7,1,14315.9
1934,0,50.8,35,26,4,3,7,1,2,1,6008.47
1936,1,68.7,33,9,0,8,18,1,2,1,28569.34
1938,0,58.7,40,18,0,6,17,1,4,1,8610.93
1940,0,38.8,29,11,3,8,14,1,2,1,4790.27
1941,0,40.1,46,15,6,5,11,1,2,1,11174.08
1942,0,30.4,45,12,0,1,7,2,2,1,7684.76
1944,0,41.5,36,10,0,5,19,1,2,1,12566.04
1947,0,70.4,38,31,3,3,13,1,5,1,3844.17
1948,0,34.1,40,34,2,3,5,1,3,1,6013.9
1949,0,54.9,44,21,6,5,18,1,5,1,7111.49
1950,1,33.4,32,18,2,7,23,1,7,1,18175.74
1952,0,26.8,33,8,4,4,12,1,3,1,4763.42
1953,0,37.8,38,50,2,10,15,2,5,1,3070.4
1954,0,15.1,40,23,3,9,19,1,6,1,4109.54
1958,0,66.5,29,28,5,8,2,2,4,1,4935.1
1960,0,71.2,44,16,1,4,23,1,6,1,8702.44
1961,0,13.2,44,28,5,6,22,1,7,1,4546.01
1962,0,21.9,45,38,5,6,1,1,2,1,3823.97
1963,1,52.9,41,19,2,4,24,1,5,1,7909.3
1964,1,16.6,41,7,0,3,24,1,4,1,18283.83
1965,0,37.1,47,25,1,9,10,1,7,1,4854.49
1967,0,45.8,47,19,5,8,2,2,2,1,4289.57
1968,0,78.7,43,6,6,8,3,4,2,1,11420.23
1969,0,61.5,44,28,4,2,17,1,2,1,4363.73
1970,0,17.4,42,29,5,4,20,2,2,1,3265.95
1971,0,50.3,40,30,5,8,30,2,2,1,4173.59
1972,0,39.4,46,17,2,9,4,2,5,1,5424.58
1974,1,58.1,37,48,2,10,8,1,2,1,8533.69
1975,1,50,40,32,4,4,19,1,2,1,9738.98
1977,1,67.7,34,37,3,5,29,2,3,1,13626.83
1978,0,19.9,40,3,5,6,22,2,5,1,4052.98
1979,0,67.9,28,20,5,3,8,1,6,1,4380.25
1981,0,35.3,41,1,3,8,28,1,5,1,5833.32
1982,0,34.4,41,0,0,8,11,2,6,1,14400.17
1983,0,57,36,48,4,3,21,2,7,1,5824.72
1984,0,46.4,33,3,5,4,27,1,4,1,7674.76
1985,1,18.9,46,3,2,7,9,1,4,1,14939.53
1986,0,44.7,40,15,5,8,9,1,3,1,4928.97
1987,0,83.2,31,22,1,8,5,1,5,1,4411.42
1988,0,44.5,35,8,1,2,28,2,2,1,8586.85
1990,1,19,42,16,4,3,28,1,3,1,9521.01
1991,0,34.4,36,18,6,7,13,1,5,1,7273.31
1992,1,64.4,44,33,1,9,31,2,3,1,14176.56
1993,0,65.5,31,10,3,5,29,1,5,1,3156.72
1994,0,55.7,43,15,6,4,21,1,5,1,4785.37
1995,1,39.9,27,37,1,5,6,2,3,1,10319.34
1997,0,69,38,32,6,9,8,1,6,1,9446.93
